Ref,Host,Project,Status,Start Date,Site Classification,Application,Number of Units,Fuel Cell Type,Model,Fuel,Single Unit Nominal Power Output (kW),Total Nominal Power at Site (kW)
HFS_US_328,California State University,,active,,college/university,"• baseload power
• CHP",1.0,MCFC,DFC1500,,1400.0,1400.0
HFS_US_329,City of San Bernardino Municipal Water Department (SBMWD),,planned,2020-01-01,wastewater treatment plant,,1.0,MCFC,SureSource 1500,biofuel,1400.0,1400.0
HFS_US_330,,,active,2014-01-01,,,,SOFC,,,,1000.0
HFS_US_331,,,active,2015-01-01,,,,SOFC,,,,800.0
HFS_US_332,,,active,2016-01-01,,,,SOFC,,,,500.0
HFS_US_333,,,active,2017-01-01,,,,SOFC,,,,300.0
HFS_US_334,Cox Communications,Cox Enterprises' National Sustainability Program,active,2011-01-01,telecommunications,baseload power,2.0,PAFC,PureCell 400,natural gas,400.0,800.0
HFS_US_335,Haggen (Albertsons),unknown,active,2010-01-01,retail,"• baseload power
• CHP",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_336,,,active,2012-01-01,,,,SOFC,,,,500.0
HFS_US_337,,,active,2013-01-01,,,,SOFC,,,,500.0
HFS_US_338,,,active,2014-01-01,,,,SOFC,,,,400.0
HFS_US_339,,,active,2015-01-01,,,,SOFC,,,,1000.0
HFS_US_340,,,active,2016-01-01,,,,SOFC,,,,250.0
HFS_US_341,,,active,2016-01-01,,,,SOFC,,,,450.0
HFS_US_342,,,active,2016-01-01,,,,SOFC,,,,250.0
HFS_US_343,,,active,2016-01-01,,,,SOFC,,,,400.0
HFS_US_344,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_345,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_346,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_347,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_348,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_349,,,active,2016-01-01,,,,SOFC,,,,600.0
HFS_US_350,,,active,2016-01-01,,,,SOFC,,,,1000.0
HFS_US_351,,,active,2017-01-01,,,,SOFC,,,,425.0
HFS_US_352,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_353,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_354,,,active,2017-01-01,,,,SOFC,,,,750.0
HFS_US_355,,,active,2018-01-01,,,,SOFC,,,,550.0
HFS_US_356,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_357,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_358,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_359,,,active,2019-01-01,,,,SOFC,,,,3500.0
HFS_US_360,,,active,2020-01-01,,,,SOFC,,,,450.0
HFS_US_361,,,active,2020-01-01,,,,SOFC,,,,1000.0
HFS_US_362,,,active,2020-01-01,,,,SOFC,,,,250.0
HFS_US_363,,,active,2021-01-01,,,,SOFC,,,,1500.0
HFS_US_364,Point Loma Wastewater Treatment  Plant,Biofuels Energy Project,active,2011-01-01,wastewater treatment plant,baseload power,1.0,MCFC,DFC300,biogas,300.0,300.0
HFS_US_365,San Diego Sheraton Hotel,,active,2017-01-01,hotel,baseload power,2.0,PAFC,PureCell 400,biogas,400.0,800.0
HFS_US_366,South Bay Wastewater Treatment Facility,unknown,active,2011-01-01,wastewater treatment plant,"• baseload power
• CHP",1.0,MCFC,DFC1500,biogas,1400.0,1400.0
HFS_US_367,"University of California, San Diego",unknown,active,2011-01-01,school,"• baseload power
• CHP",1.0,MCFC,SureSource 3000,biogas,2800.0,2800.0
HFS_US_368,,,active,2011-01-01,,,,SOFC,,,,400.0
HFS_US_369,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_370,,,active,2016-01-01,,,,SOFC,,,,1000.0
HFS_US_371,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_372,,,active,2013-01-01,,,,SOFC,,,,500.0
HFS_US_373,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_374,,,active,2020-01-01,,,,SOFC,,,,100.0
HFS_US_375,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_376,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_377,San Francisco State University,unknown,active,2011-01-01,college/university,"• baseload power
• CHP",1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_378,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_379,City of San José Water Pollution Control Facility,,active,2012-01-01,wastewater treatment plant,CHP,1.0,MCFC,DFC 1500,"• biogas
• natural gas",1400.0,1400.0
HFS_US_380,,,active,2013-01-01,,,,SOFC,,,,1000.0
HFS_US_381,,,active,2013-01-01,,,,SOFC,,,,500.0
HFS_US_382,,,active,2014-01-01,,,,SOFC,,,,1000.0
HFS_US_383,,,active,2014-01-01,,,,SOFC,,,,400.0
HFS_US_384,,,active,2014-01-01,,,,SOFC,,,,400.0
HFS_US_385,,,active,2014-01-01,,,,SOFC,,,,1000.0
HFS_US_386,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_387,,,active,2015-01-01,,,,SOFC,,,,1000.0
HFS_US_388,,,active,2015-01-01,,,,SOFC,,,,250.0
HFS_US_389,,,active,2016-01-01,,,,SOFC,,,,400.0
HFS_US_390,,,active,2016-01-01,,,,SOFC,,,,600.0
HFS_US_391,,,active,2016-01-01,,,,SOFC,,,,600.0
HFS_US_392,,,active,2016-01-01,,,,SOFC,,,,1300.0
HFS_US_393,,,active,2016-01-01,,,,SOFC,,,,1000.0
HFS_US_394,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_395,,,active,2016-01-01,,,,SOFC,,,,1000.0
HFS_US_396,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_397,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_398,,,active,2017-01-01,,,,SOFC,,,,500.0
HFS_US_399,,,active,2017-01-01,,,,SOFC,,,,250.0
HFS_US_400,,,active,2017-01-01,,,,SOFC,,,,1800.0
HFS_US_401,,,active,2017-01-01,,,,SOFC,,,,1950.0
HFS_US_402,,,active,2017-01-01,,,,SOFC,,,,250.0
HFS_US_403,,,active,2017-01-01,,,,SOFC,,,,2400.0
HFS_US_404,,,active,2017-01-01,,,,SOFC,,,,2100.0
HFS_US_405,,,active,2017-01-01,,,,SOFC,,,,500.0
HFS_US_406,,,active,2018-01-01,,,,SOFC,,,,2000.0
HFS_US_407,,,active,2018-01-01,,,,SOFC,,,,2000.0
HFS_US_408,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_409,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_410,,,active,2018-01-01,,,,SOFC,,,,1000.0
HFS_US_411,,,active,2018-01-01,,,,SOFC,,,,2000.0
HFS_US_412,,,active,2018-01-01,,,,SOFC,,,,500.0
HFS_US_413,,,active,2019-01-01,,,,SOFC,,,,1200.0
HFS_US_414,,,active,2019-01-01,,,,SOFC,,,,1000.0
HFS_US_415,,,active,2019-01-01,,,,SOFC,,,,500.0
HFS_US_416,,,active,2019-01-01,,,,SOFC,,,,500.0
HFS_US_417,,,active,2019-01-01,,,,SOFC,,,,1200.0
HFS_US_418,,,active,2020-01-01,,,,SOFC,,,,1100.0
HFS_US_419,,,active,2020-01-01,,,,SOFC,,,,1500.0
HFS_US_420,,,active,2021-01-01,,,,SOFC,,,,600.0
HFS_US_421,Verizon ,,active,2013-01-01,telecommunications,baseload power,2.0,PAFC,PureCell 400,natural gas,400.0,800.0
HFS_US_422,,,active,2018-01-01,,,,SOFC,,,,400.0
HFS_US_423,,,active,2020-01-01,,,,SOFC,,,,450.0
HFS_US_424,,,active,2018-01-01,,,,SOFC,,,,2000.0
HFS_US_425,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_426,,,active,2017-01-01,,,,SOFC,,,,500.0
HFS_US_427,,,active,2016-01-01,,,,SOFC,,,,250.0
HFS_US_428,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_429,,,active,2016-01-01,,,,SOFC,,,,300.0
HFS_US_430,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_431,,,active,2018-01-01,,,,SOFC,,,,400.0
HFS_US_432,"University of California, San Marcos",unknown,active,2015-01-01,college/university,baseload power,2.0,PAFC,PureCell 400,natural gas,400.0,800.0
HFS_US_433,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_434,,,active,2011-01-01,,,,SOFC,,,,1000.0
HFS_US_435,,,active,2017-01-01,,,,SOFC,,,,400.0
HFS_US_436,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_437,,,active,2016-01-01,,,,SOFC,,,,500.0
HFS_US_438,,,active,2016-01-01,,,,SOFC,,,,700.0
HFS_US_439,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_440,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_441,,,active,2012-01-01,,,,SOFC,,,,200.0
HFS_US_442,,,active,2015-01-01,,,,SOFC,,,,1000.0
HFS_US_443,,,active,2017-01-01,,,,SOFC,,,,2400.0
HFS_US_444,,,active,2017-01-01,,,,SOFC,,,,2600.0
HFS_US_445,,,active,2018-01-01,,,,SOFC,,,,1000.0
HFS_US_446,,,active,2018-01-01,,,,SOFC,,,,1400.0
HFS_US_447,,,active,2018-01-01,,,,SOFC,,,,1800.0
HFS_US_448,,,active,2018-01-01,,,,SOFC,,,,2000.0
HFS_US_449,,,active,2018-01-01,,,,SOFC,,,,1500.0
HFS_US_450,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_451,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_452,,,active,2020-01-01,,,,SOFC,,,,900.0
HFS_US_453,,,active,2021-01-01,,,,SOFC,,,,600.0
HFS_US_454,,,active,2014-01-01,,,,SOFC,,,,375.0
HFS_US_455,,,active,2014-01-01,,,,SOFC,,,,400.0
HFS_US_456,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_457,,,active,2018-01-01,,,,SOFC,,,,1500.0
HFS_US_458,,,active,2018-01-01,,,,SOFC,,,,1500.0
HFS_US_459,,,active,2018-01-01,,,,SOFC,,,,1300.0
HFS_US_460,Sonoma County Government ,Sonoma County’s Comprehensive Energy Project (CEP),active,2011-01-01,office building,"• baseload power
• CHP",1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_461,,,active,2018-01-01,,,,SOFC,,,,450.0
HFS_US_462,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_463,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_464,,,active,2012-01-01,,,,SOFC,,,,300.0
HFS_US_465,,,active,2018-01-01,,,,SOFC,,,,250.0
HFS_US_466,,,active,2019-01-01,,,,SOFC,,,,1000.0
HFS_US_467,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_468,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_469,,,active,2017-01-01,,,,SOFC,,,,250.0
HFS_US_470,,,active,2021-01-01,,,,SOFC,,,,200.0
HFS_US_471,Sonoma County Airport,"• Climate Protection Action Plan
• Farms to Fuel
• Sonoma County's Comprehensive Energy Project",active,2010-01-01,airport,"• baseload power
• CHP",1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_472,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_473,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_474,,,active,2016-01-01,,,,SOFC,,,,300.0
HFS_US_475,,,active,2016-01-01,,,,SOFC,,,,400.0
HFS_US_476,,,active,2016-01-01,,,,SOFC,,,,600.0
HFS_US_477,,,active,2016-01-01,,,,SOFC,,,,750.0
HFS_US_478,Adventist Health; St. Helena Hospital,unknown,active,2010-01-01,hospital,"• baseload power
• CHP",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_479,,,active,2011-01-01,,,,SOFC,,,,200.0
HFS_US_480,,,active,2019-01-01,,,,SOFC,,,,150.0
HFS_US_481,,,active,2019-01-01,,,,SOFC,,,,150.0
HFS_US_482,Inland Cold Storage,unknown,active,2009-01-01,cold storage,"• baseload power
• CHP",2.0,MCFC,DFC300,natural gas,300.0,600.0
HFS_US_483,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_484,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_485,,,active,2020-01-01,,,,SOFC,,,,600.0
HFS_US_486,,,active,2020-01-01,,,,SOFC,,,,300.0
HFS_US_487,CBS Studios,,active,2013-01-01,office building,"• backup power
• baseload power
• CHP
",3.0,PAFC,PureCell 400,natural gas,400.0,1200.0
HFS_US_488,,,active,2011-01-01,,,,SOFC,,,,650.0
HFS_US_489,,,active,2012-01-01,,,,SOFC,,,,1000.0
HFS_US_490,,,active,2014-01-01,,,,SOFC,,,,1000.0
HFS_US_491,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_492,,,active,2015-01-01,,,,SOFC,,,,250.0
HFS_US_493,,,active,2015-01-01,,,,SOFC,,,,250.0
HFS_US_494,,,active,2016-01-01,,,,SOFC,,,,250.0
HFS_US_495,,,active,2016-01-01,,,,SOFC,,,,500.0
HFS_US_496,,,active,2017-01-01,,,,SOFC,,,,2000.0
HFS_US_497,,,active,2017-01-01,,,,SOFC,,,,2800.0
HFS_US_498,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_499,,,active,2019-01-01,,,,SOFC,,,,600.0
HFS_US_500,,,active,2019-01-01,,,,SOFC,,,,1500.0
HFS_US_501,,,active,2019-01-01,,,,SOFC,,,,1100.0
HFS_US_502,,,active,2021-01-01,,,,SOFC,,,,2000.0
HFS_US_503,,,active,2017-01-01,,,,SOFC,,,,150.0
HFS_US_504,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_505,Rancho California Water District,unknown,active,2011-01-01,wastewater treatment plant,baseload power,1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_506,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_507,,,active,2012-01-01,,,,SOFC,,,,1000.0
HFS_US_508,,,active,2013-01-01,,,,SOFC,,,,200.0
HFS_US_509,,,active,2013-01-01,,,,SOFC,,,,1000.0
HFS_US_510,,,active,2015-01-01,,,,SOFC,,,,250.0
HFS_US_511,,,active,2015-01-01,,,,SOFC,,,,500.0
HFS_US_512,,,active,2016-01-01,,,,SOFC,,,,500.0
HFS_US_513,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_514,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_515,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_516,,,active,2019-01-01,,,,SOFC,,,,2650.0
HFS_US_517,City of Tulare Wastewater Treatment Plant,State of California Bioenergy Market Adjustment Tariff (BioMAT) program; Power Purchase Agreement (PPA),active,2018-01-01,wastewater treatment plant,"• baseload power
• CHP",1.0,MCFC,SureSource 3000,natural gas,2800.0,2800.0
HFS_US_518,City of Tulare Wastewater Treatment Plant,,active,2020-01-01,wastewater treatment plant,"• baseload power
• CHP",1.0,MCFC,SureSource 3000,biogas,2800.0,2800.0
HFS_US_519,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_520,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_521,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_522,,,active,2017-01-01,,,,SOFC,,,,300.0
HFS_US_523,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_524,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_525,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_526,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_527,,,active,2019-01-01,,,,SOFC,,,,2400.0
HFS_US_528,,,active,2019-01-01,,,,SOFC,,,,1600.0
HFS_US_529,,,active,2020-01-01,,,,SOFC,,,,200.0
HFS_US_530,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_531,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_532,,,active,2017-01-01,,,,SOFC,,,,325.0
HFS_US_533,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_534,,,active,2019-01-01,,,,SOFC,,,,400.0
HFS_US_535,,,active,2019-01-01,,,,SOFC,,,,800.0
HFS_US_536,,,active,2017-01-01,,,,SOFC,,,,1000.0
HFS_US_537,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_538,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_539,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_540,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_541,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_542,J&D Soft Gel Labs ,,active,2012-01-01,manufacturing facility,baseload power,1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_543,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_544,,,active,2017-01-01,,,,SOFC,,,,450.0
HFS_US_545,,,active,2017-01-01,,,,SOFC,,,,750.0
HFS_US_546,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_547,,,active,2016-01-01,,,,SOFC,,,,400.0
HFS_US_548,,,active,2020-01-01,,,,SOFC,,,,350.0
HFS_US_549,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_550,Verizon,,active,2013-01-01,data center,"• baseload power
• chiller support",3.0,PAFC,PureCell 400,,400.0,1200.0
HFS_US_551,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_552,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_553,,,active,2013-01-01,,,,SOFC,,,,300.0
HFS_US_554,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_555,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_556,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_557,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_558,,,active,2021-01-01,,,,SOFC,,,,250.0
HFS_US_559,,,active,2019-01-01,,,,SOFC,,,,900.0
HFS_US_560,,,active,2019-01-01,,,,SOFC,,,,300.0
HFS_US_561,,,active,2020-01-01,,,,SOFC,,,,800.0
HFS_US_562,,,active,2020-01-01,,,,SOFC,,,,3100.0
HFS_US_563,,,active,2020-01-01,,,,SOFC,,,,1100.0
HFS_US_564,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_565,,,active,2016-01-01,,,,SOFC,,,,200.0
HFS_US_566,San Jose/Santa Clara Water Pollution Control Plant,,active,2010-01-01,wastewater treatment plant,"• baseload power
• CHP",1.0,MCFC,DFC1500,biogas,1400.0,1400.0
HFS_US_567,Whole Foods Market ,,active,2010-01-01,retail,"• baseload power
• CHP",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_568,,,active,2015-01-01,,,,SOFC,,,,400.0
HFS_US_569,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_570,,,active,2017-01-01,,,,SOFC,,,,500.0
HFS_US_571,Pepperidge Farm Bakery,unknown,active,2008-01-01,manufacturing facility,"• baseload power
• CHP",1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_572,Pepperidge Farm Bakery,unknown,active,2016-01-01,manufacturing facility,"• baseload power
• CHP",1.0,MCFC,DFC1500,natural gas,1400.0,1400.0
HFS_US_573,City of Bridgeport - Seaside Park location,unknown,active,,distribution center,baseload power,2.0,MCFC,,natural gas,1400.0,2800.0
HFS_US_574,FuelCell Energy,DEEP Microgrid Pilot Program,active,2013-01-01,fuel cell park,"• backup power
• grid support",5.0,MCFC,DFC3000,natural gas,2800.0,14900.0
HFS_US_575,,,active,2013-01-01,,,,SOFC,,,,700.0
HFS_US_576,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_577,University of Bridgeport,12-year agreement,active,,college/university,"baseload power
micro-grid",1.0,MCFC,sureSource 3000,natural gas,1400.0,1400.0
HFS_US_578,City of Bristol,,active,2019-01-01,wastewater treatment plant,baseload power,,PAFC,,,,
HFS_US_579,,,active,2013-01-01,,,,SOFC,,,,600.0
HFS_US_580,,,active,2013-01-01,,,,SOFC,,,,600.0
HFS_US_581,,,active,2021-01-01,,,,SOFC,,,,2500.0
HFS_US_582,,,active,2021-01-01,,,,SOFC,,,,2500.0
HFS_US_583,,,active,2021-01-01,,,,SOFC,,,,2500.0
HFS_US_584,,,active,2021-01-01,,,,SOFC,,,,2500.0
HFS_US_585,,,active,2015-01-01,,,,SOFC,,,,200.0
HFS_US_586,FuelCell Energy,Utility scale power project showcase ,active,2020-01-01,,,1.0,MCFC,SureSource 4000,natural gas,3700.0,3700.0
HFS_US_587,,,active,2014-01-01,,,,SOFC,,,,750.0
HFS_US_588,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_589,,,active,2021-01-01,,,,SOFC,,,,350.0
HFS_US_590,TBD,Shared Clean Energy Facility program,planned,2021-01-01,,,1.0,MCFC,,,2800.0,2800.0
HFS_US_591,Western Connecticut State University,,active,2013-01-01,college/university,"• baseload power
• CHP",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_592,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_593,TBD,Shared Clean Energy Facility program,planned,2021-01-01,,,1.0,MCFC,,,2800.0,2800.0
HFS_US_594,Tbd; 200 Roosevelt Drive,DEEP  ,planned,,,,,MCFC,sureSource 4000,,,14800.0
HFS_US_595,Coca-Cola,,active,2011-01-01,manufacturing facility,"• baseload power
• CHP",2.0,PAFC,PureCell 400,,400.0,800.0
HFS_US_596,TBD,Shared Clean Energy Facility program,planned,2021-01-01,,,1.0,MCFC,,,2800.0,2800.0
HFS_US_597,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_598,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_599,Fairfield Wastewater Treatment,,active,2018-01-01,wastewater treatment plant,baseload power,1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_600,,,active,2014-01-01,,,,SOFC,,,,200.0
HFS_US_601,Whole Foods Market ,unknown,active,2011-01-01,retail,"• baseload power
• CHP",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_602,,,active,2017-01-01,,,,SOFC,,,,200.0
HFS_US_603,,,active,2018-01-01,,,,SOFC,,,,200.0
HFS_US_604,UIL Holdings Corporation (parent of United Illuminating Co.),,active,2015-01-01,natural gas pressure reduction facility,grid support,1.0,MCFC,DFC-ERG,natural gas,2800.0,2800.0
HFS_US_605,,,active,2015-01-01,,,,SOFC,,,,500.0
HFS_US_606,Pfizer Inc.,,active,2016-01-01,manufacturing facility,"• baseload power
• CHP",2.0,MCFC,DFC3000,natural gas,2800.0,5600.0
HFS_US_607,U.S. Submarine Base,DoD,planned,2020-01-01,military,"• backup power
• baseload power",2.0,MCFC,SureSource 4000,natural gas,3700.0,7400.0
HFS_US_608,Hamden High School,,active,2011-01-01,school,"• baseload power
• CHP",1.0,PAFC,PureCell 400,,400.0,400.0
HFS_US_609,CT Transit,,active,2015-01-01,bus station,"• backup power
• baseload power",1.0,PAFC,PureCell 400,natural gas,400.0,400.0
HFS_US_610,777 Main St. Apartments,,active,2015-01-01,apartment complex,baseload power,1.0,PAFC,PureCell 400,,400.0,400.0
